"" "probe.id" "gene.id" "p.value" "q.value" "log.fc" "test.stat"
"1769853_at" "1769853_at" "YBR295W" 2.4173690924454e-08 1.13377722928083e-06 2.25265177838989 22.1006280476995
"1779921_at" "1779921_at" "YPL004C" 2.4828410407115e-08 1.15950798687587e-06 1.85418141486954 22.0243231426078
"1775890_at" "1775890_at" "YMR090W" 2.50432048612499e-08 1.16302881036931e-06 2.84727680840274 21.9997820804888
"1771695_at" "1771695_at" "YPR001W" 2.51166543967018e-08 1.16302881036931e-06 4.97476408598632 21.9914445210555
"1780137_at" "1780137_at" "YDR281C" 2.55489525052525e-08 1.17805465391308e-06 -1.54130286375784 -21.9429222915355
"1778550_at" "1778550_at" "YJR147W" 2.58734159192982e-08 1.18800289565585e-06 -2.94676488897209 -21.9071069482552
"1773498_at" "1773498_at" "YJR010W" 2.6016485682284e-08 1.18957387253556e-06 -1.50099547419211 -21.8914747253921
"1777238_at" "1777238_at" "YGR174C" 2.62243762233125e-08 1.19408326403483e-06 1.55602469275278 21.8689316306894
"1776204_at" "1776204_at" "YKL151C" 2.6441668375228e-08 1.1989815435871e-06 2.11269777763733 21.8455830680297
"1773889_at" "1773889_at" "YOL131W" 2.72347002071092e-08 1.22983803249293e-06 2.95649388220483 21.7621665905884
"1776923_at" "1776923_at" "YPL135W" 2.77102758588166e-08 1.24616417524752e-06 1.81161572997011 21.7134433648805
"1777042_at" "1777042_at" "YDR513W" 2.84681277088538e-08 1.27499876886211e-06 1.54125484644765 21.6377136776101
"1775041_at" "1775041_at" "YPR061C" 2.89808258485009e-08 1.29266312192824e-06 1.62215568290984 21.5877571140787
"1769450_at" "1769450_at" "YER035W" 2.92258915366139e-08 1.29829488907364e-06 1.78909251904775 21.5642284922361
"1774429_at" "1774429_at" "YPL279C" 2.95541046633848e-08 1.30755973992497e-06 -1.61921230121506 -21.53306249877
"1780138_at" "1780138_at" "YOR108W" 2.97724334717326e-08 1.3119078749157e-06 -1.59205541142833 -21.5125457506242
"1780117_at" "1780117_at" "YDR523C" 2.999939841708e-08 1.31660010402349e-06 1.77186342617438 21.4913962156006
"1774435_at" "1774435_at" "YJL161W" 3.03258649768297e-08 1.32560420986718e-06 3.67212949333139 21.4612885030163
"1773792_at" "1773792_at" "YIL097W" 3.13850599955357e-08 1.36643799056261e-06 1.43086210506777 21.366061736883
"1777223_at" "1777223_at" "YGR127W" 3.17570167907513e-08 1.37714555352909e-06 2.30669693020054 21.3334763417587
"1773086_at" "1773086_at" "YDR165W" 3.42566829923784e-08 1.47967206221625e-06 -1.44329739851873 -21.1250686461345
"1770515_x_at" "1770515_x_at" "YLR461W" 3.50294100690521e-08 1.50709209934882e-06 -2.28697595501424 -21.0640896583912
"1778518_at" "1778518_at" "YNL012W" 3.56961159761598e-08 1.51943288242008e-06 2.67404351983372 21.0126816433783
"1777309_at" "1777309_at" "YBR085W" 3.57609678349822e-08 1.51943288242008e-06 -3.04325283910156 -21.0077388381648
"1771190_at" "1771190_at" "YGR177C" 3.59273184671649e-08 1.51943288242008e-06 -2.75851797016064 -20.9951061066213
"1771778_at" "1771778_at" "YJR143C" 3.599041900911e-08 1.51943288242008e-06 -1.4331646668152 -20.9903314400874
"1777271_at" "1777271_at" "YOL147C" 3.60114491715592e-08 1.51943288242008e-06 1.46497805756208 20.988742231256
"1780047_at" "1780047_at" "YPL203W" 3.62977275239073e-08 1.52562140915869e-06 1.53794343463464 20.9672120501397
"1770795_at" "1770795_at" "YKL162C" 3.71379000290811e-08 1.5549539138613e-06 1.6430742010277 20.9051120790223
"1777945_at" "1777945_at" "YGR138C" 3.75780747009101e-08 1.56475741521582e-06 -2.4749507576494 -20.8732053460577
"1780120_at" "1780120_at" "YOR031W" 3.76584187593118e-08 1.56475741521582e-06 2.26852700244104 20.8674268916656
"1773052_at" "1773052_at" "YEL029C" 3.7841946665255e-08 1.56642724681025e-06 -1.45542409764968 -20.8542792005167
"1771951_at" "1771951_at" "YJL144W" 3.82250065477565e-08 1.57631272284484e-06 4.01982982244043 20.8270670479858
"1773938_at" "1773938_at" "YKL086W" 3.83707678304414e-08 1.57637500319949e-06 2.33316823748102 20.8167928436288
"1778766_at" "1778766_at" "YKL120W" 3.85875826551964e-08 1.57934495601493e-06 -1.40214380620605 -20.801591310848
"1771495_at" "1771495_at" "YDR528W" 3.87999751265346e-08 1.58211241859243e-06 -1.33440556247456 -20.7867927696099
"1773600_at" "1773600_at" "YIL074C" 3.937803574988e-08 1.59971440399512e-06 -1.53263634264091 -20.7469734397547
"1772716_at" "1772716_at" "YNL108C" 3.97589229724237e-08 1.60920559349128e-06 -1.58564758909695 -20.7210941546532
"1776046_at" "1776046_at" "YBR001C" 4.06848911580986e-08 1.63497331455561e-06 1.71494914825611 20.6593259598176
"1771657_at" "1771657_at" "YDR525W-A" 4.07262539891313e-08 1.63497331455561e-06 1.52011125730982 20.6566038003271
"1779978_at" "1779978_at" "YEL071W" 4.08444102190413e-08 1.63497331455561e-06 -1.86208464050527 -20.6488448415624
"1774835_at" "1774835_at" "YIL033C" 4.15002155174941e-08 1.65516188020137e-06 1.36119099567479 20.6062343561383
"1769617_at" "1769617_at" "YBR157C" 4.20631114037321e-08 1.67151156879994e-06 3.1544431199111 20.5702606254011
"1776813_at" "1776813_at" "YPR007C" 4.38186485263961e-08 1.71808965095356e-06 2.54474619205352 20.4614539329669
"1772783_at" "1772783_at" "YLR285W" 4.39715381004826e-08 1.71808965095356e-06 -1.45142000834261 -20.4522110132781
"1775386_at" "1775386_at" "YML116W" 4.4103103730743e-08 1.71808965095356e-06 -1.77241464626211 -20.4442861372871
"1772459_at" "1772459_at" "YDL181W" 4.41285320839532e-08 1.71808965095356e-06 1.63591172455237 20.4427575247304
"1773993_at" "1773993_at" "YHR008C" 4.41670410189381e-08 1.71808965095356e-06 1.30867606405348 20.4404444660392
"1770437_at" "1770437_at" "YPR015C" 4.42719455061345e-08 1.71808965095356e-06 2.21157190519141 20.4341548203393
"1771757_at" "1771757_at" "YER024W" 4.43357688112101e-08 1.71808965095356e-06 3.45905757235112 20.4303364359695
"1774545_at" "1774545_at" "YIL113W" 4.46876964579955e-08 1.72509283289894e-06 2.05112729345748 20.4093920134133
"1773959_at" "1773959_at" "YPL159C" 4.48322075899797e-08 1.72509283289894e-06 1.26008660132268 20.400845361625
"1773420_at" "1773420_at" "YMR147W" 4.51880178289356e-08 1.73268301345477e-06 1.38706895325406 20.3799335664154
"1777180_at" "1777180_at" "YPR138C" 4.58579934172424e-08 1.75222430791477e-06 -1.50240385870727 -20.3410558711432
"1773688_at" "1773688_at" "YLR446W" 4.60869101871975e-08 1.75483538162263e-06 1.59280993043043 20.3279184846817
"1773500_at" "1773500_at" "YOR012W" 4.65927276362518e-08 1.76751671292093e-06 -1.53293565169269 -20.299148536316
"1773727_at" "1773727_at" "YFR055W" 4.67434416209872e-08 1.76751671292093e-06 -1.85950971050552 -20.2906441296595
"1778599_at" "1778599_at" "YKL150W" 4.71464619695085e-08 1.77660874621651e-06 1.46676532970341 20.2680534600396
"1776136_at" "1776136_at" "YGL208W" 4.74363955434593e-08 1.7810078863788e-06 1.91093419957803 20.2519356859331
"1775480_at" "1775480_at" "YLR438W" 4.76358015356588e-08 1.7810078863788e-06 2.78375960325791 20.2409146665316
"1773597_at" "1773597_at" "YDR313C" 4.77521331175868e-08 1.7810078863788e-06 1.9342373792678 20.2345090605926
"1770483_at" "1770483_at" "YMR280C" 4.88180348106501e-08 1.81456967486661e-06 3.17872566377761 20.1766221658824
"1778808_at" "1778808_at" "YDL078C" 4.90757679891612e-08 1.8179660765612e-06 1.42091768919575 20.1628386495217
"1770529_at" "1770529_at" "YOL032W" 5.13896405376619e-08 1.89647313932309e-06 1.64251690047035 20.0426269902334
"1776768_at" "1776768_at" "YLR377C" 5.15421415061271e-08 1.89647313932309e-06 5.60168921857377 20.0349191103518
"1773890_at" "1773890_at" "YNL077W" 5.20940586056356e-08 1.89980479252223e-06 1.50402170197306 20.0072364741365
"1774194_at" "1774194_at" "YPL177C" 5.23317715136593e-08 1.89980479252223e-06 1.37104279018813 19.995414971099
"1776609_at" "1776609_at" "YKL142W" 5.25221918148351e-08 1.89980479252223e-06 1.48879547533841 19.9859888455659
"1769551_at" "1769551_at" "YAL034C" 5.25364529996271e-08 1.89980479252223e-06 2.01974016682906 19.9852844414065
"1771515_at" "1771515_at" "YML131W" 5.26443891162525e-08 1.89980479252223e-06 2.7843203971293 19.9799601091893
"1771782_at" "1771782_at" "YDL130W-A" 5.26757734383452e-08 1.89980479252223e-06 2.11005183141713 19.9784142710743
"1771498_at" "1771498_at" "YGL156W" 5.38942210903485e-08 1.93735542130042e-06 3.91306898316892 19.9191878905407
"1769857_at" "1769857_at" "YKL085W" 5.41451102180259e-08 1.93999267036914e-06 1.37534721251676 19.9071797378965
"1771624_at" "1771624_at" "YDR453C" 5.49446845974952e-08 1.96220755974323e-06 2.33127799768697 19.8693239111989
"1778228_at" "1778228_at" "YCR043C" 5.61647229819643e-08 1.99924460178145e-06 -1.95070623734887 -19.812739877252
"1771737_at" "1771737_at" "YNL153C" 5.64709364480951e-08 2.00361816072982e-06 -1.53733957515081 -19.7987550341861
"1777383_at" "1777383_at" "YOR092W" 5.68921471438831e-08 2.00389932747484e-06 -1.71226755479745 -19.779657039365
"1776173_at" "1776173_at" "YPR030W" 5.70090542090844e-08 2.00389932747484e-06 3.53522293742574 19.7743845878863
"1776183_at" "1776183_at" "YDR216W" 5.71431047742113e-08 2.00389932747484e-06 4.5056312397593 19.7683539263144
"1773809_at" "1773809_at" "YNL065W" 5.73598498226092e-08 2.00389932747484e-06 -2.10267782791523 -19.7586366096695
"1773560_at" "1773560_at" "YBL033C" 5.74589865930283e-08 2.00389932747484e-06 1.24175385918885 19.7542057795755
"1772790_at" "1772790_at" "YPL170W" 5.75790985383511e-08 2.00389932747484e-06 1.31222828057241 19.7488489936914
"1770566_at" "1770566_at" "YOR028C" 5.81544659503274e-08 2.0174984250958e-06 2.94674728010667 19.7233618129902
"1769805_at" "1769805_at" "YMR169C" 5.93745696527004e-08 2.04796560249696e-06 3.50202213211331 19.6702410587609
"1772349_at" "1772349_at" "YNL182C" 5.94074941427102e-08 2.04796560249696e-06 -1.31571364458733 -19.6688246609518
"1779105_at" "1779105_at" "YLR258W" 6.01870605062463e-08 2.06183133922338e-06 1.87441475140654 19.6355437477464
"1774157_at" "1774157_at" "YMR271C" 6.04606703512819e-08 2.06473189249628e-06 1.8227339663932 19.6239777611731
"1770855_at" "1770855_at" "YMR156C" 6.0973612781794e-08 2.07480752216923e-06 1.41135243873051 19.6024526134055
"1773135_at" "1773135_at" "YPL054W" 6.11713086460875e-08 2.07480752216923e-06 5.3622227396157 19.5942108344551
"1780210_at" "1780210_at" "YOR052C" 6.13252955399579e-08 2.07480752216923e-06 1.28676123221349 19.5878119844336
"1775892_at" "1775892_at" "YIL077C" 6.15694096467216e-08 2.07663737228202e-06 1.33588832544743 19.5777049010841
"1769723_at" "1769723_at" "YGR174W-A" 6.21779474112019e-08 2.09070956710651e-06 3.51582150479368 19.5527046039982
"1778142_at" "1778142_at" "YBR117C" 6.24233141145781e-08 2.0925214007488e-06 6.85685474396806 19.5427020890527
"1774769_at" "1774769_at" "YIL037C" 6.35043855935375e-08 2.12225053751125e-06 3.03608720640573 19.499152374335
"1776257_at" "1776257_at" "YGR250C" 6.37168395130306e-08 2.12285860426341e-06 1.90761577551495 19.4906920060559
"1775394_at" "1775394_at" "YBR042C" 6.42179641550087e-08 2.13305140512442e-06 -1.35454739039904 -19.4708612563099
"1769887_at" "1769887_at" "YHR133C" 6.47570821887191e-08 2.14126932757507e-06 -1.52794725853192 -19.4497205145414
"1780036_at" "1780036_at" "YEL012W" 6.4857260928564e-08 2.14126932757507e-06 1.4489706760619 19.4458139702787
"1773605_at" "1773605_at" "YNL175C" 6.52579371449133e-08 2.14682461229639e-06 -1.39291568008166 -19.4302569077959
"1774736_at" "1774736_at" "YPR098C" 6.54184293461473e-08 2.14682461229639e-06 1.37620838425453 19.4240555963898
"1774495_at" "1774495_at" "YMR250W" 6.59378926410315e-08 2.15739308617123e-06 2.92343415942101 19.4041006401123
"1773831_at" "1773831_at" "YMR114C" 6.63351166831872e-08 2.16391091078767e-06 2.2482456080674 19.3889604303422
"1776670_at" "1776670_at" "YFL042C" 6.69766251731467e-08 2.17833499967901e-06 1.39935304445353 19.3647234377718
"1769313_at" "1769313_at" "YGL059W" 6.72344291896321e-08 2.18023098571009e-06 1.24618232368289 19.3550567611553
"1778907_at" "1778907_at" "YMR105C" 6.75101306763245e-08 2.18269440245821e-06 3.75623631383578 19.3447650389822
"1769349_s_at" "1769349_s_at" "YOR072W-B" 6.81714078410656e-08 2.1975726987822e-06 -3.19901657817842 -19.3202716103083
"1769544_at" "1769544_at" "YLR149C" 6.8593720915408e-08 2.20468288871641e-06 4.07649824937771 19.3047687782765
"1774092_at" "1774092_at" "YML043C" 6.93421781830739e-08 2.22220329379657e-06 -1.47389459382547 -19.2775554514649
"1777559_at" "1777559_at" "YKL128C" 6.97254334361294e-08 2.22623892701447e-06 -2.46007179616444 -19.2637482368943
"1774804_at" "1774804_at" "YNR007C" 6.9875544652815e-08 2.22623892701447e-06 1.40400570860873 19.2583635626757
"1770125_at" "1770125_at" "YDL218W" 7.03433692560244e-08 2.23165052898089e-06 7.53065795221599 19.241665240069
"1778487_at" "1778487_at" "YJR063W" 7.04538280104693e-08 2.23165052898089e-06 -1.29284553150118 -19.2377408065236
"1777587_at" "1777587_at" "YPR159C-A" 7.08896545233961e-08 2.23896573592969e-06 2.45465426678152 19.2223238108314
"1779892_at" "1779892_at" "YPR167C" 7.17642621233848e-08 2.25429211149414e-06 -1.31258583764238 -19.1917045516485
"1769462_at" "1769462_at" "YIL125W" 7.19047840235007e-08 2.25429211149414e-06 1.57981292959917 19.186824165493
"1771022_at" "1771022_at" "YBR056W" 7.22100029172346e-08 2.25429211149414e-06 1.47089059923422 19.1762606495065
"1772051_at" "1772051_at" "YEL011W" 7.22390514578142e-08 2.25429211149414e-06 3.54549770843138 19.175257909019
"1769998_at" "1769998_at" "YLR346C" 7.2406344357105e-08 2.25429211149414e-06 4.57911628813001 19.1694918613487
"1775988_at" "1775988_at" "YLR254C" 7.46515273724926e-08 2.31759059979147e-06 1.37782685969444 19.093527487855
"1771958_at" "1771958_at" "YKL124W" 7.50243745903896e-08 2.32256760771608e-06 1.33057898919785 19.0811615437167
"1777079_at" "1777079_at" "YGR143W" 7.53095783999262e-08 2.32481093998416e-06 1.47648652455559 19.0717489856777
"1769800_at" "1769800_at" "YDR231C" 7.58229957497988e-08 2.33406675367268e-06 1.36335623830424 19.0549053687297
"1778617_at" "1778617_at" "YJL216C" 7.63669570097831e-08 2.34244661585958e-06 2.94861005157972 19.037199132355
"1776363_at" "1776363_at" "YLR372W" 7.65239240356761e-08 2.34244661585958e-06 -1.34637827013728 -19.0321161405303
"1776232_at" "1776232_at" "YER039C" 7.798781725997e-08 2.38058901401383e-06 2.01283187351848 18.9852690251795
"1774926_at" "1774926_at" "YBR214W" 7.82875146934145e-08 2.3830806701104e-06 3.15033739719661 18.9758002017844
"1775443_at" "1775443_at" "YHR033W" 7.97073786033854e-08 2.41428350967768e-06 2.04420121719424 18.9314877361991
"1769874_at" "1769874_at" "YPR155C" 7.97544241392424e-08 2.41428350967768e-06 1.41746730566983 18.9300347282954
"1776228_at" "1776228_at" "YPL222W" 8.05193133021493e-08 2.42627079766495e-06 3.22854564992024 18.906545410497
"1775190_at" "1775190_at" "YMR209C" 8.05944637218499e-08 2.42627079766495e-06 -1.45443794315282 -18.9042511373733
"1777334_at" "1777334_at" "YKL141W" 8.15862975878352e-08 2.44938203307655e-06 1.25685563770269 18.8741949511268
"1770032_at" "1770032_at" "YPL095C" 8.24529171186013e-08 2.46861774869062e-06 -2.70241730116676 -18.8482678157498
"1773696_at" "1773696_at" "YLR008C" 8.33263108273448e-08 2.48795061399242e-06 -1.20143161329808 -18.8224463688341
"1771109_at" "1771109_at" "YHL028W" 8.37835162858523e-08 2.49277849569482e-06 -1.85112578713844 -18.8090504546872
"1774509_at" "1774509_at" "YMR214W" 8.39883752409684e-08 2.49277849569482e-06 -1.4497864991175 -18.8030748355165
"1776524_at" "1776524_at" "YBL028C" 8.41723339047756e-08 2.49277849569482e-06 -1.24258830460626 -18.7977228231522
"1774469_at" "1774469_at" "YDR089W" 8.45101448280815e-08 2.49601854778723e-06 -1.2797319410019 -18.7879288852213
"1773613_at" "1773613_at" "YJL212C" 8.48531747724629e-08 2.49939486230047e-06 -1.97437507382621 -18.7780286031055
"1769808_at" "1769808_at" "YOL071W" 8.55644510864339e-08 2.51357075664664e-06 1.26312247211971 18.7576429783338
"1774052_at" "1774052_at" "YDR275W" 8.83332793053173e-08 2.58795194704694e-06 2.02194644202532 18.6800637538431
"1774699_at" "1774699_at" "YDL214C" 8.86497299113329e-08 2.59027873922739e-06 5.22137548814546 18.6713717585126
"1779408_at" "1779408_at" "YBR126C" 8.90536651449868e-08 2.59514254054511e-06 1.40431421393694 18.6603273888201
"1774223_at" "1774223_at" "YMR290C" 8.94185354061758e-08 2.59599037189953e-06 -1.48121455942261 -18.6503994689475
"1773894_at" "1773894_at" "YLL019C" 8.97891951143531e-08 2.59599037189953e-06 2.46396574363873 18.6403605778167
"1772701_at" "1772701_at" "YGL186C" 8.9795420989936e-08 2.59599037189953e-06 -1.47142458872133 -18.6401923554974
"1773545_at" "1773545_at" "YMR107W" 9.0633663340851e-08 2.6133104828201e-06 8.82341234420823 18.6176621883992
"1778896_at" "1778896_at" "YGR020C" 9.08964612227335e-08 2.61399086379482e-06 -1.24222948085571 -18.6106469753106
"1770695_at" "1770695_at" "YCR083W" 9.11357755001375e-08 2.6139941067336e-06 1.47127549780327 18.6042784628222
"1775308_at" "1775308_at" "YEL035C" 9.18438119207453e-08 2.62740622164896e-06 1.43505413266164 18.5855461602042
"1774871_at" "1774871_at" "YMR148W" 9.32215270972505e-08 2.65540771095561e-06 1.2241855065452 18.5495576133191
"1772371_at" "1772371_at" "YJL048C" 9.33086164903875e-08 2.65540771095561e-06 1.90439457860762 18.5473028097945
"1775006_at" "1775006_at" "YHR092C" 9.39677453544415e-08 2.667219535671e-06 -3.0320841045904 -18.5303139109281
"1777477_at" "1777477_at" "YCR034W" 9.520038511984e-08 2.69520675800417e-06 -1.34128989426068 -18.4988997289096
"1769876_at" "1769876_at" "YOR338W" 9.59031754734531e-08 2.70808760096614e-06 3.68130536135889 18.4811930505424
"1777999_at" "1777999_at" "YJR061W" 9.63100626146292e-08 2.70903243136499e-06 1.84824768350935 18.4710081927403
"1776216_at" "1776216_at" "YDR204W" 9.64324318997969e-08 2.70903243136499e-06 1.35738715524757 18.4679546126365
"1772171_at" "1772171_at" "YLR152C" 9.69520413444647e-08 2.71664591746746e-06 1.47565425546238 18.4550367539519
"1778275_at" "1778275_at" "YHR196W" 9.76139210852466e-08 2.72265554207336e-06 -1.19811502323203 -18.4386942901439
"1777207_at" "1777207_at" "YGR109C" 9.7784559730073e-08 2.72265554207336e-06 -1.47193563041703 -18.4345012603206
"1775717_at" "1775717_at" "YLR413W" 9.79139483926455e-08 2.72265554207336e-06 -2.29399384274507 -18.4313273318438
"1771143_at" "1771143_at" "YML054C" 9.83988985367685e-08 2.72303645958085e-06 3.48985951054862 18.4194732560485
"1778018_at" "1778018_at" "YOR142W" 9.84260067289931e-08 2.72303645958085e-06 1.2758111028755 18.4188125665158
"1774829_at" "1774829_at" "YIL011W" 9.8844318073637e-08 2.72341515476767e-06 -2.12706879372721 -18.4086432229335
"1771108_at" "1771108_at" "YHR123W" 9.89381237594037e-08 2.72341515476767e-06 -1.57638379179674 -18.4063694083646
"1778644_at" "1778644_at" "YMR017W" 9.98700931251588e-08 2.74216175294406e-06 2.31674955704884 18.3839097058578
"1772009_at" "1772009_at" "YLR270W" 1.00498742557117e-07 2.75130373229698e-06 1.24824904487298 18.3688925155079
"1771652_at" "1771652_at" "YML096W" 1.00907624112065e-07 2.75130373229698e-06 -1.25375215688261 -18.35918175049
"1777988_at" "1777988_at" "YGR280C" 1.00958345227955e-07 2.75130373229698e-06 -1.24896731568558 -18.3579802320568
"1773607_at" "1773607_at" "YJL141C" 1.01213522753669e-07 2.75139645933356e-06 1.65331073719507 18.3519456866495
"1770168_s_at" "1770168_s_at" "YOR390W" 1.02964829645051e-07 2.79205870561073e-06 -1.75413698998876 -18.3109864277503
"1778899_at" "1778899_at" "YDR258C" 1.03636832625677e-07 2.80332501716187e-06 1.93623205623658 18.2954773514287
